customer_id,churn,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,charges_daily,charges_monthly,charges_total,charges_monthly_seg,charges_total_seg,tenure_seg
0247-SLUJI,0,Male,0,1,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.66,19.7,19.7,Bajo,Bajo,Nuevo
0248-IPDFW,0,Female,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,1.67,50.1,50.1,Medio-bajo,Bajo,Nuevo
0248-PGHBZ,0,Female,1,0,0,67,1,0,Fiber optic,1,1,0,1,1,0,Two year,1,Bank transfer (automatic),3.08,92.45,6140.85,Alto,Alto,Muy leal
0253-ZTEOB,0,Female,0,1,1,48,1,1,DSL,0,1,0,1,1,1,Two year,0,Electronic check,2.66,79.65,3870.3,Medio-alto,Alto,Leal
0254-FNMCI,0,Female,0,0,0,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,3.66,109.9,7624.2,Alto,Alto,Muy leal
0254-KCJGT,0,Male,0,1,0,52,1,1,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),2.71,81.4,4354.45,Medio-alto,Alto,Leal
0254-WWRKD,0,Female,0,1,1,67,1,0,DSL,0,1,0,0,0,0,One year,0,Credit card (automatic),1.68,50.55,3431.75,Medio-bajo,Medio-alto,Muy leal
0256-LTHVJ,1,Female,0,1,1,28,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,2.7,81.05,2227.1,Medio-alto,Medio-alto,Intermedio
0257-KXZGU,0,Female,0,1,1,32,1,1,DSL,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),2.08,62.45,2045.55,Medio-bajo,Medio-alto,Intermedio
0257-ZESQC,1,Female,1,1,0,27,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),2.51,75.2,1929.35,Medio-alto,Medio-alto,Intermedio
0258-NOKBL,0,Male,0,0,0,3,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,0,Electronic check,3.01,90.4,268.45,Alto,Bajo,Nuevo
0259-GBZSH,1,Male,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,2.86,85.65,181.5,Medio-alto,Bajo,Nuevo
0260-ZDLGK,1,Female,0,0,1,9,1,0,DSL,0,0,1,1,1,1,Month-to-month,1,Mailed check,2.43,72.9,651.4,Medio-alto,Medio-bajo,Nuevo
0263-FJTQO,0,Male,0,1,1,50,1,1,DSL,1,0,0,1,1,0,Two year,1,Credit card (automatic),2.35,70.5,3486.65,Medio-alto,Medio-alto,Leal
0264-CNITK,0,Female,0,1,1,71,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0.67,20.1,1389.6,Bajo,Medio-bajo,Muy leal
0265-EDXBD,1,Male,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.5,74.9,2303.35,Medio-alto,Medio-alto,Intermedio
0265-PSUAE,0,Female,0,1,1,16,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),3.36,100.7,1522.7,Alto,Medio-alto,Intermedio
0266-CLZKZ,0,Female,0,1,1,67,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),3.52,105.65,6717.9,Alto,Alto,Muy leal
0266-GMEAO,0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),3.81,114.3,8058.55,Alto,Alto,Muy leal
0268-QKIWO,1,Female,0,0,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,0.66,19.75,58.85,Bajo,Bajo,Nuevo
0269-XFESX,0,Male,0,1,1,23,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0.81,24.35,538.5,Bajo,Medio-bajo,Intermedio
0270-THENM,0,Male,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),2.33,69.85,5102.35,Medio-bajo,Alto,Muy leal
0274-JKUJR,0,Male,0,1,1,7,0,No phone service,DSL,1,1,1,0,1,1,Month-to-month,0,Mailed check,1.96,58.85,465.7,Medio-bajo,Medio-bajo,Nuevo
0277-BKSQP,0,Male,0,1,1,8,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,1.81,54.4,475.1,Medio-bajo,Medio-bajo,Nuevo
0277-ORXQS,0,Male,0,1,1,66,0,No phone service,DSL,0,0,0,1,1,1,Two year,0,Bank transfer (automatic),1.68,50.55,3364.55,Medio-bajo,Medio-alto,Muy leal
0278-YXOOG,1,Male,0,0,0,5,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.7,21.05,113.85,Bajo,Bajo,Nuevo
0280-XJGEX,1,Male,0,0,0,49,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),3.46,103.7,5036.3,Alto,Alto,Leal
0281-CNTZX,0,Male,0,1,0,63,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0.66,19.95,1234.8,Bajo,Medio-bajo,Muy leal
0282-NVSJS,0,Female,1,1,1,12,0,No phone service,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,0.98,29.3,355.9,Bajo,Bajo,Nuevo
0285-INHLN,0,Male,0,1,1,27,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),1.82,54.75,1510.3,Medio-bajo,Medio-alto,Intermedio
0289-IVARM,0,Female,0,0,0,35,1,0,DSL,1,1,1,0,0,0,Month-to-month,0,Electronic check,2.02,60.55,1982.6,Medio-bajo,Medio-alto,Intermedio
0292-WEGCH,0,Female,0,1,1,54,1,1,DSL,0,1,1,1,1,1,Month-to-month,1,Electronic check,2.87,86.2,4524.05,Medio-alto,Alto,Leal
0295-PPHDO,1,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,3.18,95.45,95.45,Alto,Bajo,Nuevo
0295-QVKPB,0,Male,0,0,0,5,1,0,DSL,0,0,1,1,1,0,Month-to-month,1,Credit card (automatic),2.13,63.95,318.1,Medio-bajo,Bajo,Nuevo
0297-RBCSG,0,Male,0,0,0,19,1,0,DSL,0,1,0,1,0,1,One year,1,Bank transfer (automatic),2.18,65.35,1231.85,Medio-bajo,Medio-bajo,Intermedio
0298-XACET,0,Male,0,1,1,52,0,No phone service,DSL,0,1,1,1,1,0,Two year,0,Mailed check,1.67,50.2,2554.0,Medio-bajo,Medio-alto,Leal
0301-FIDRB,0,Female,0,1,1,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),2.13,63.8,4684.3,Medio-bajo,Alto,Muy leal
0301-KOBTQ,0,Male,0,0,0,32,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0.67,20.05,614.45,Bajo,Medio-bajo,Intermedio
0302-JOIVN,1,Female,0,1,0,8,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,3.37,101.15,842.9,Alto,Medio-bajo,Nuevo
0303-UNCIP,0,Male,0,0,0,41,1,1,DSL,0,0,1,0,0,1,One year,0,Mailed check,2.17,65.0,2531.8,Medio-bajo,Medio-alto,Leal
0303-WMMRN,0,Male,0,0,0,5,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,0.64,19.25,86.05,Bajo,Bajo,Nuevo
0305-SQECB,0,Female,0,0,1,11,0,No phone service,DSL,1,0,0,1,0,0,One year,1,Mailed check,1.2,36.05,402.6,Medio-bajo,Medio-bajo,Nuevo
0306-JAELE,1,Male,0,0,0,5,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,3.2,96.1,453.4,Alto,Medio-bajo,Nuevo
0307-BCOPK,0,Female,0,0,0,16,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0.64,19.05,326.65,Bajo,Bajo,Intermedio
0308-GIQJT,0,Male,1,0,0,71,1,1,Fiber optic,0,1,0,1,1,1,One year,0,Bank transfer (automatic),3.52,105.75,7382.85,Alto,Alto,Muy leal
0308-IVGOK,0,Female,0,0,0,11,0,No phone service,DSL,0,1,1,1,0,0,One year,1,Credit card (automatic),1.35,40.4,422.6,Medio-bajo,Medio-bajo,Nuevo
0310-MVLET,1,Female,0,1,1,61,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,3.3,99.15,6010.05,Alto,Alto,Muy leal
0310-SUCIN,0,Female,0,1,0,71,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),2.83,84.8,6046.1,Medio-alto,Alto,Muy leal
0310-VQXAM,0,Male,0,0,0,9,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.66,19.85,178.8,Bajo,Bajo,Nuevo
0311-QYWSS,0,Female,0,0,0,6,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,1.65,49.45,314.6,Medio-bajo,Bajo,Nuevo
0311-UNPFF,1,Female,0,0,0,26,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),2.96,88.8,2274.35,Medio-alto,Medio-alto,Intermedio
0314-TKOSI,0,Female,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,1.84,55.15,322.9,Medio-bajo,Bajo,Nuevo
0315-LVCRK,0,Male,0,0,0,11,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,2.83,84.8,888.75,Medio-alto,Medio-bajo,Nuevo
0318-QUUOB,1,Male,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,2.68,80.55,80.55,Medio-alto,Bajo,Nuevo
0318-ZOPWS,0,Female,0,1,0,49,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0.67,20.15,973.35,Bajo,Medio-bajo,Leal
0319-QZTCO,0,Female,0,1,1,3,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),1.96,58.7,168.6,Medio-bajo,Bajo,Nuevo
0320-DWVTU,0,Female,0,0,0,53,1,0,Fiber optic,1,1,1,1,0,1,Two year,0,Mailed check,3.32,99.5,5424.25,Alto,Alto,Leal
0320-JDNQG,1,Male,0,1,1,23,1,0,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Electronic check,3.33,99.85,2331.3,Alto,Medio-alto,Intermedio
0322-CHQRU,1,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,1.51,45.35,89.5,Medio-bajo,Bajo,Nuevo
0322-YINQP,1,Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,1.62,48.55,48.55,Medio-bajo,Bajo,Nuevo
0323-XWWTN,0,Male,0,0,1,3,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,0.88,26.4,121.25,Bajo,Bajo,Nuevo
0324-BRPCJ,1,Female,1,1,0,68,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,3.34,100.2,6851.65,Alto,Alto,Muy leal
0325-XBFAC,1,Male,0,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,3.16,94.7,740.3,Alto,Medio-bajo,Nuevo
0326-VDYXE,0,Female,0,1,0,70,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,3.26,97.65,6982.5,Alto,Alto,Muy leal
0327-WFZSY,0,Male,0,1,1,39,1,1,Fiber optic,0,0,1,0,1,1,One year,0,Electronic check,3.33,100.0,3835.55,Alto,Alto,Leal
0328-GRPMV,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.34,70.1,70.1,Medio-bajo,Bajo,Nuevo
0329-GTIAJ,1,Female,0,0,0,3,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,3.26,97.9,315.3,Alto,Bajo,Nuevo
0330-BGYZE,0,Male,0,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,One year,0,Bank transfer (automatic),3.42,102.5,6157.6,Alto,Alto,Leal
0330-IVZHA,1,Female,0,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,2.33,69.95,330.15,Medio-bajo,Bajo,Nuevo
0334-GDDSO,1,Male,1,0,0,3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,2.71,81.35,233.7,Medio-alto,Bajo,Nuevo
0334-ZFJSR,0,Female,0,1,0,55,1,1,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),2.2,66.05,3462.1,Medio-bajo,Medio-alto,Leal
0336-KXKFK,0,Male,0,0,0,72,0,No phone service,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),2.04,61.2,4390.25,Medio-bajo,Alto,Muy leal
0336-PIKEI,0,Male,1,1,0,72,1,0,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),2.48,74.4,5360.75,Medio-alto,Alto,Muy leal
0337-CNPZE,1,Female,0,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,3.54,106.3,4443.45,Alto,Alto,Leal
0343-QLUZP,0,Male,0,0,0,60,0,No phone service,DSL,1,1,1,0,0,0,Two year,0,Bank transfer (automatic),1.32,39.6,2424.5,Medio-bajo,Medio-alto,Leal
0345-HKJVM,1,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,2.98,89.3,577.6,Medio-alto,Medio-bajo,Nuevo
0345-XMMUG,0,Female,0,1,0,46,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),3.63,108.9,4854.3,Alto,Alto,Leal
0347-UBKUZ,0,Female,0,0,0,15,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.66,19.9,320.45,Bajo,Bajo,Intermedio
0348-SDKOL,1,Female,0,1,0,58,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),3.4,102.1,5885.4,Alto,Alto,Leal
0354-VXMJC,0,Male,0,1,1,23,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0.65,19.6,426.65,Bajo,Medio-bajo,Intermedio
0354-WYROK,1,Female,1,1,1,31,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,3.3,98.9,2911.3,Alto,Medio-alto,Intermedio
0356-ERHVT,0,Male,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1.53,45.9,521.9,Medio-bajo,Medio-bajo,Nuevo
0356-OBMAC,0,Female,1,0,0,56,1,1,Fiber optic,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),3.33,99.9,5706.3,Alto,Alto,Leal
0357-NVCRI,0,Female,0,0,1,25,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),0.67,20.05,471.7,Bajo,Medio-bajo,Intermedio
0361-HJRDX,0,Female,0,0,0,68,0,No phone service,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),2.14,64.35,4539.6,Medio-bajo,Alto,Muy leal
0362-RAOQO,0,Female,0,0,0,40,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0.65,19.65,830.25,Bajo,Medio-bajo,Leal
0362-ZBZWJ,1,Male,0,0,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,2.83,84.9,3067.2,Medio-alto,Medio-alto,Intermedio
0363-QJVFX,1,Male,0,0,0,32,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),3.6,108.15,3432.9,Alto,Medio-alto,Intermedio
0363-SVHYR,0,Male,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),2.9,86.85,6263.8,Medio-alto,Alto,Muy leal
0365-BZUWY,0,Male,0,1,0,17,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,3.42,102.55,1742.5,Alto,Medio-alto,Intermedio
0365-GXEZS,0,Male,0,1,0,18,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,0,Electronic check,2.61,78.2,1468.75,Medio-alto,Medio-alto,Intermedio
0365-TRTPY,0,Female,0,0,0,37,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),3.04,91.2,3382.3,Alto,Medio-alto,Leal
0366-NQSHS,0,Male,0,0,0,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.64,19.35,46.35,Bajo,Bajo,Nuevo
0369-ZGOVK,0,Female,0,1,1,28,1,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),2.35,70.4,1992.2,Medio-alto,Medio-alto,Intermedio
0373-AIVNJ,0,Male,0,0,0,9,0,No phone service,DSL,1,1,1,0,0,0,One year,0,Mailed check,1.32,39.55,373.0,Medio-bajo,Bajo,Nuevo
0374-AACSZ,0,Female,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,1.67,50.15,50.15,Medio-bajo,Bajo,Nuevo
0374-FIUCA,0,Male,0,1,0,65,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0.68,20.4,1414.45,Bajo,Medio-alto,Muy leal
0374-IOEGQ,0,Female,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,1.49,44.6,122.7,Medio-bajo,Bajo,Nuevo
0375-HVGXO,1,Female,0,0,0,1,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,1.16,34.7,34.7,Bajo,Bajo,Nuevo
0376-OIWME,0,Male,0,1,0,36,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,3.12,93.6,3366.05,Alto,Medio-alto,Intermedio
0376-YMCJC,1,Male,0,0,0,23,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,3.02,90.6,1943.2,Alto,Medio-alto,Intermedio
0377-JBKKT,0,Male,0,1,1,22,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Mailed check,1.93,57.95,1271.8,Medio-bajo,Medio-bajo,Intermedio
0378-CJKPV,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),3.74,112.1,7965.95,Alto,Alto,Muy leal
0378-NHQXU,1,Female,0,1,1,17,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,2.94,88.25,1460.65,Medio-alto,Medio-alto,Intermedio
0378-TOVMS,1,Female,0,0,0,3,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,0,Electronic check,2.86,85.8,272.2,Medio-alto,Bajo,Nuevo
0378-XSZPU,1,Male,0,1,0,58,1,0,DSL,1,1,1,0,0,0,One year,0,Credit card (automatic),2.01,60.3,3563.8,Medio-bajo,Medio-alto,Leal
0379-DJQHR,0,Male,0,1,1,67,1,0,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),2.71,81.35,5398.6,Medio-alto,Alto,Muy leal
0380-NEAVX,0,Male,1,0,0,34,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,3.33,99.85,3343.15,Alto,Medio-alto,Intermedio
0380-ZCSBI,0,Male,0,0,0,10,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),0.67,20.0,198.7,Bajo,Bajo,Nuevo
0383-CLDDA,0,Female,0,0,0,69,1,1,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),2.84,85.35,5897.4,Medio-alto,Alto,Muy leal
0384-LPITE,0,Male,0,0,0,40,0,No phone service,DSL,1,1,1,0,1,1,One year,0,Credit card (automatic),2.07,62.05,2511.55,Medio-bajo,Medio-alto,Leal
0384-RVBPI,0,Male,0,0,0,20,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Credit card (automatic),2.15,64.4,1398.6,Medio-bajo,Medio-alto,Intermedio
0386-CWRGM,0,Female,0,1,1,46,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.65,19.4,967.85,Bajo,Medio-bajo,Leal
0388-EOPEX,1,Female,0,1,0,2,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,2.48,74.4,139.4,Medio-alto,Bajo,Nuevo
0390-DCFDQ,1,Female,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,2.35,70.45,70.45,Medio-alto,Bajo,Nuevo
0392-BZIUW,0,Female,0,1,0,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),3.5,105.0,7589.8,Alto,Alto,Muy leal
0394-YONDK,0,Male,0,1,1,70,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0.84,25.15,1790.15,Bajo,Medio-alto,Muy leal
0396-HUJBP,0,Female,0,0,0,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.64,19.3,44.4,Bajo,Bajo,Nuevo
0396-UKGAI,0,Male,0,0,1,23,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),1.84,55.3,1284.2,Medio-bajo,Medio-bajo,Intermedio
0396-YCHWO,0,Male,0,1,0,36,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,3.18,95.4,3474.2,Alto,Medio-alto,Intermedio
0397-GZBBC,1,Male,1,1,0,59,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),3.13,93.85,5574.75,Alto,Alto,Leal
0397-ZXWQF,0,Male,0,0,0,67,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0.68,20.5,1430.95,Bajo,Medio-alto,Muy leal
0401-WDBXM,0,Male,0,1,1,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),3.52,105.55,7542.25,Alto,Alto,Muy leal
0402-CQAJN,1,Female,0,0,0,37,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),3.4,101.9,3545.35,Alto,Medio-alto,Leal
0402-OAMEN,0,Female,0,1,1,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0.82,24.45,1709.1,Bajo,Medio-alto,Muy leal
0404-AHASP,0,Male,0,1,0,72,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0.66,19.7,1421.9,Bajo,Medio-alto,Muy leal
0404-SWRVG,1,Male,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.48,74.4,229.55,Medio-alto,Bajo,Nuevo
0406-BPDVR,1,Female,1,1,0,54,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),3.38,101.5,5373.1,Alto,Alto,Leal
0407-BDJKB,1,Male,0,1,0,60,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,3.19,95.75,5742.9,Alto,Alto,Leal
0409-WTMPL,0,Female,0,1,0,58,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Credit card (automatic),3.69,110.65,6526.65,Alto,Alto,Leal
0410-IPFTY,0,Female,0,1,0,31,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),2.8,83.85,2674.15,Medio-alto,Medio-alto,Intermedio
0411-EZJZE,0,Female,0,0,0,3,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,2.01,60.25,170.5,Medio-bajo,Bajo,Nuevo
0412-UCCNP,0,Male,0,0,0,55,1,0,DSL,1,0,1,1,0,0,Two year,1,Electronic check,1.97,59.2,3175.85,Medio-bajo,Medio-alto,Leal
0415-MOSGF,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,1.48,44.4,44.4,Medio-bajo,Bajo,Nuevo
0419-YAAPX,0,Male,0,1,0,49,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),2.84,85.3,4297.95,Medio-alto,Alto,Leal
0420-BWTPW,1,Male,0,0,1,8,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,0.85,25.5,215.2,Bajo,Bajo,Nuevo
0420-HLGXF,0,Female,1,0,0,39,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,3.32,99.75,4036.0,Alto,Alto,Leal
0420-TXVSG,0,Male,0,1,0,66,1,1,DSL,1,1,1,0,0,0,Two year,1,Credit card (automatic),2.2,66.1,4428.45,Medio-bajo,Alto,Muy leal
0422-OHQHQ,0,Female,0,1,1,15,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0.68,20.55,295.95,Bajo,Bajo,Intermedio
0422-UXFAP,0,Female,0,1,0,51,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,3.3,98.85,4947.55,Alto,Alto,Leal
0423-UDIJQ,0,Male,1,0,0,9,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,1.64,49.2,447.9,Medio-bajo,Medio-bajo,Nuevo
0426-TIRNE,1,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.7,20.9,20.9,Bajo,Bajo,Nuevo
0428-AXXLJ,0,Male,0,0,0,25,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),0.65,19.5,516.3,Bajo,Medio-bajo,Intermedio
0428-IKYCP,0,Male,0,1,0,22,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),2.9,87.0,1850.65,Medio-alto,Medio-alto,Intermedio
0430-IHCDJ,0,Male,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,1.63,49.0,749.25,Medio-bajo,Medio-bajo,Intermedio
0431-APWVY,1,Female,0,1,1,28,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),3.0,90.1,2598.95,Alto,Medio-alto,Intermedio
0432-CAJZV,0,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,3.02,90.7,237.65,Alto,Bajo,Nuevo
0434-CSFON,0,Female,0,1,0,47,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,3.35,100.5,4707.1,Alto,Alto,Leal
0436-TWFFZ,0,Female,0,0,0,67,1,1,DSL,1,0,1,1,1,1,Two year,1,Mailed check,2.84,85.25,5714.2,Medio-alto,Alto,Muy leal
0439-IFYUN,0,Female,1,0,0,18,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,2.49,74.7,1294.6,Medio-alto,Medio-bajo,Intermedio
